tx_id,timestamp,amount,currency,channel,src_type,src_id,dst_type,dst_id,src_country,dst_country,ip_country,crypto_institution_registered,kyc_age_days,label,rule_hits,anomaly_score,device_id,auth_method,mcc,purpose,reference,beneficiary_bank_bic,beneficiary_iban,originator_bank_bic,originator_iban,fee_amount,exchange_rate,card_present,recurring,standing_order,is_cross_border,ip_country,device_id,auth_method,mcc,purpose,reference,beneficiary_bank_bic,beneficiary_iban,originator_bank_bic,originator_iban,fee_amount,exchange_rate,crypto_institution_registered,card_present,recurring,standing_order,is_cross_border
9282,2025-06-16T06:37:23.534Z,7706.09,EUR,PSU-PSD2,company,691,company,934,GB,GB,ES,,,review,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,79,dev-189058,SCA,,Crypto,REF-230539,AGRIFGBP0XX,FR764603710000000928201,SOGEGBLL2A1,FR762271710000000928301,2.77,1,,false,false,false,ES,dev-189058,SCA,,Crypto,REF-230539,AGRIFGBP0XX,FR764603710000000928201,SOGEGBLL2A1,FR762271710000000928301,2.77,1,,,false,false,false
9283,2025-07-24T06:37:23.534Z,511.14,CHF,SEPA,customer,354,company,700,AE,FR,,,,review,,12,dev-678796,SCA,,Gift,REF-194586,HSBCFRMM2A1,FR766880010000000928301,DEUTAEPP2A1,FR764382210000000928401,2.61,0.843,,false,false,true,,dev-678796,SCA,,Gift,REF-194586,HSBCFRMM2A1,FR766880010000000928301,DEUTAEPP2A1,FR764382210000000928401,2.61,0.843,,,false,false,true
9284,2025-09-09T06:37:23.534Z,1719.28,GBP,SEPA,company,706,company,139,GB,AE,,,,normal,FONDS_SEIN_PAYS_TIER,71,dev-756156,SCA,,Crypto,REF-300966,AGRIFAEP2A1,FR766242810000000928401,SOGEGBMM2A1,FR763541910000000928501,2.25,1.1692,,false,false,true,,dev-756156,SCA,,Crypto,REF-300966,AGRIFAEP2A1,FR766242810000000928401,SOGEGBMM2A1,FR763541910000000928501,2.25,1.1692,,,false,false,true
9285,2025-09-05T06:37:23.534Z,5875.67,GBP,CASH,customer,351,customer,3,FR,IT,,,,suspect,,20,dev-139357,SCA,,Crypto,REF-266803,CITIITLL2A1,FR761964410000000928501,PSSTFRMM2A1,FR761725510000000928601,1.67,1.0495,,false,false,true,,dev-139357,SCA,,Crypto,REF-266803,CITIITLL2A1,FR761964410000000928501,PSSTFRMM2A1,FR761725510000000928601,1.67,1.0495,,,false,false,true
9286,2025-08-20T06:37:23.534Z,1299.89,EUR,CASH,customer,137,customer,855,CH,CN,,,,normal,FONDS_SEIN_PAYS_TIER,73,dev-204335,SCA,,Crypto,REF-362607,BNPACNLL2A1,FR767063910000000928601,SOGECHLLXXX,FR767032710000000928701,0.60,1,,false,false,true,,dev-204335,SCA,,Crypto,REF-362607,BNPACNLL2A1,FR767063910000000928601,SOGECHLLXXX,FR767032710000000928701,0.60,1,,,false,false,true
9287,2025-06-29T06:37:23.534Z,6020.94,USD,CASH,company,288,company,8,BE,CN,,,,normal,FONDS_SEIN_PAYS_TIER,6,dev-401410,SCA,,Salary,REF-962296,BNPACNLXXXX,FR765756910000000928701,SOGEBEPA2A1,FR768382610000000928801,2.53,0.9884,,false,false,true,,dev-401410,SCA,,Salary,REF-962296,BNPACNLXXXX,FR765756910000000928701,SOGEBEPA2A1,FR768382610000000928801,2.53,0.9884,,,false,false,true
9288,2025-08-01T06:37:23.534Z,2858.89,EUR,CRYPTO,company,98,company,811,GB,BE,,false,,review,PBR_ATTACHED,26,dev-616565,SCA,,Invoice,REF-107058,BARCBEMM0XX,FR761565510000000928801,BARCGBMM2A1,FR763058410000000928901,1.90,1,,false,false,true,,dev-616565,SCA,,Invoice,REF-107058,BARCBEMM0XX,FR761565510000000928801,BARCGBMM2A1,FR763058410000000928901,1.90,1,false,,false,false,true
9289,2025-07-12T06:37:23.534Z,3117.31,USD,SEPA,customer,730,company,149,AE,CH,,,,review,FONDS_SEIN_PAYS_TIER,35,dev-973278,SCA,,Salary,REF-552026,CITICHLL0XX,FR768910210000000928901,CCBPAEMMXXX,FR769997210000000929001,2.30,1.0572,,true,false,true,,dev-973278,SCA,,Salary,REF-552026,CITICHLL0XX,FR768910210000000928901,CCBPAEMMXXX,FR769997210000000929001,2.30,1.0572,,,true,false,true
9290,2025-09-01T06:37:23.534Z,7947.03,GBP,CRYPTO,company,462,company,646,CH,DE,,true,,review,,36,dev-804187,SCA,,Crypto,REF-792584,SOGEDELL0XX,FR764644110000000929001,CITICHPP0XX,FR765319810000000929101,2.11,0.8348,,false,false,true,,dev-804187,SCA,,Crypto,REF-792584,SOGEDELL0XX,FR764644110000000929001,CITICHPP0XX,FR765319810000000929101,2.11,0.8348,true,,false,false,true
9291,2025-08-17T06:37:23.534Z,4961.58,EUR,CRYPTO,company,290,customer,675,LU,IT,,false,,suspect,PBR_ATTACHED,68,dev-258707,SCA,,Crypto,REF-886766,BNPAITLX0XX,FR763753010000000929101,SOGELULL0XX,LU768431710000000929201,2.38,1,,false,false,true,,dev-258707,SCA,,Crypto,REF-886766,BNPAITLX0XX,FR763753010000000929101,SOGELULL0XX,LU768431710000000929201,2.38,1,false,,false,false,true
9292,2025-08-20T06:37:23.534Z,7941.91,EUR,CRYPTO,company,246,company,487,DE,BE,,true,,suspect,,49,dev-789649,SCA,,Trade,REF-984810,BNPABEMMXXX,FR766231810000000929201,CCBPDEPA0XX,FR763085210000000929301,0.07,1,,false,false,true,,dev-789649,SCA,,Trade,REF-984810,BNPABEMMXXX,FR766231810000000929201,CCBPDEPA0XX,FR763085210000000929301,0.07,1,true,,false,false,true
9293,2025-07-22T06:37:23.534Z,6574.86,EUR,SWIFT,company,153,company,566,US,FR,,,,normal,,61,dev-258007,SCA,,Gift,REF-548766,DEUTFRPP2A1,FR761753310000000929301,AGRIFUSP0XX,FR767665310000000929401,1.73,1,,false,false,true,,dev-258007,SCA,,Gift,REF-548766,DEUTFRPP2A1,FR761753310000000929301,AGRIFUSP0XX,FR767665310000000929401,1.73,1,,,false,false,true
9294,2025-06-30T06:37:23.534Z,157.62,EUR,CRYPTO,company,552,company,257,US,CN,,true,,review,FONDS_SEIN_PAYS_TIER,78,dev-413778,SCA,,Salary,REF-345700,DEUTCNPPXXX,FR763844610000000929401,PSSTUSLL0XX,FR763612810000000929501,1.17,1,,false,false,true,,dev-413778,SCA,,Salary,REF-345700,DEUTCNPPXXX,FR763844610000000929401,PSSTUSLL0XX,FR763612810000000929501,1.17,1,true,,false,false,true
9295,2025-07-12T06:37:23.534Z,8389.37,GBP,CRYPTO,company,323,customer,838,GB,CN,,false,,normal,FONDS_SEIN_PAYS_TIER;PBR_ATTACHED,63,dev-225777,SCA,,Invoice,REF-445669,CITICNMM0XX,FR762849110000000929501,DEUTGBPPXXX,FR764433110000000929601,0.17,1.334,,false,false,true,,dev-225777,SCA,,Invoice,REF-445669,CITICNMM0XX,FR762849110000000929501,DEUTGBPPXXX,FR764433110000000929601,0.17,1.334,false,,false,false,true
9296,2025-08-12T06:37:23.534Z,9043.28,EUR,CRYPTO,customer,223,company,514,LU,US,,false,,normal,FONDS_SEIN_PAYS_TIER;PBR_ATTACHED,49,dev-137694,SCA,,Gift,REF-171459,AGRIFUSP2A1,FR766491310000000929601,BARCLULL2A1,LU768508310000000929701,2.64,1,,false,false,true,,dev-137694,SCA,,Gift,REF-171459,AGRIFUSP2A1,FR766491310000000929601,BARCLULL2A1,LU768508310000000929701,2.64,1,false,,false,false,true
9297,2025-07-20T06:37:23.534Z,935.36,EUR,SWIFT,customer,33,company,29,FR,ES,,,,normal,,61,dev-558499,SCA,,Rent,REF-760709,BNPAESPA0XX,FR764397810000000929701,PSSTFRPA2A1,FR762392610000000929801,0.87,1,,false,false,true,,dev-558499,SCA,,Rent,REF-760709,BNPAESPA0XX,FR764397810000000929701,PSSTFRPA2A1,FR762392610000000929801,0.87,1,,,false,false,true
9298,2025-06-28T06:37:23.534Z,1662.59,EUR,CRYPTO,customer,964,customer,53,US,US,,true,,normal,FONDS_SEIN_PAYS_TIER,19,dev-208778,SCA,,Rent,REF-511260,DEUTUSLXXXX,FR762359110000000929801,DEUTUSMM0XX,FR769053110000000929901,2.93,1,,false,false,false,,dev-208778,SCA,,Rent,REF-511260,DEUTUSLXXXX,FR762359110000000929801,DEUTUSMM0XX,FR769053110000000929901,2.93,1,true,,false,false,false
9299,2025-06-22T06:37:23.534Z,7130.56,CHF,CRYPTO,company,574,company,331,BE,BE,,true,,suspect,,21,dev-902279,SCA,,Salary,REF-951771,CCBPBELLXXX,FR764632610000000929901,AGRIFBEPXXX,FR767915110000000930001,2.10,1.2642,,false,false,false,,dev-902279,SCA,,Salary,REF-951771,CCBPBELLXXX,FR764632610000000929901,AGRIFBEPXXX,FR767915110000000930001,2.10,1.2642,true,,false,false,false
9300,2025-08-01T06:37:23.535Z,2804.27,EUR,SWIFT,company,32,customer,456,IT,FR,,,,suspect,,19,dev-961178,SCA,,Crypto,REF-986349,BNPAFRPA0XX,FR766507810000000930001,PSSTITLXXXX,FR769889410000000930101,2.46,1,,false,false,true,,dev-961178,SCA,,Crypto,REF-986349,BNPAFRPA0XX,FR766507810000000930001,PSSTITLXXXX,FR769889410000000930101,2.46,1,,,false,false,true
9301,2025-07-20T06:37:23.535Z,129.88,CHF,CASH,customer,250,customer,431,DE,LU,,,,review,,82,dev-403608,SCA,,Crypto,REF-330845,HSBCLULX2A1,LU768098710000000930101,BARCDEMMXXX,FR767904310000000930201,0.61,1.1025,,false,false,true,,dev-403608,SCA,,Crypto,REF-330845,HSBCLULX2A1,LU768098710000000930101,BARCDEMMXXX,FR767904310000000930201,0.61,1.1025,,,false,false,true
9302,2025-09-01T06:37:23.535Z,3113.08,CHF,CASH,customer,216,company,947,CN,US,,,,normal,FONDS_SEIN_PAYS_TIER,85,dev-979850,SCA,,Trade,REF-304936,PSSTUSLLXXX,FR765050410000000930201,CCBPCNPP2A1,FR761463910000000930301,2.97,0.8204,,false,false,true,,dev-979850,SCA,,Trade,REF-304936,PSSTUSLLXXX,FR765050410000000930201,CCBPCNPP2A1,FR761463910000000930301,2.97,0.8204,,,false,false,true
9303,2025-08-05T06:37:23.535Z,1001.95,GBP,CRYPTO,company,961,customer,532,NG,ES,,true,,review,,21,dev-235367,SCA,,Trade,REF-476990,SOGEESLLXXX,FR761429410000000930301,HSBCNGPA0XX,FR767321710000000930401,2.75,1.3731,,false,false,true,,dev-235367,SCA,,Trade,REF-476990,SOGEESLLXXX,FR761429410000000930301,HSBCNGPA0XX,FR767321710000000930401,2.75,1.3731,true,,false,false,true
9304,2025-09-06T06:37:23.535Z,7948.6,GBP,CARD,customer,209,customer,572,DE,GB,,,,suspect,FONDS_SEIN_PAYS_TIER,21,dev-318348,3DS,5999,Rent,REF-893757,CCBPGBMMXXX,FR764145210000000930401,CCBPDELXXXX,FR765348110000000930501,1.68,1.0206,true,false,false,true,,dev-318348,3DS,5999,Rent,REF-893757,CCBPGBMMXXX,FR764145210000000930401,CCBPDELXXXX,FR765348110000000930501,1.68,1.0206,,true,false,false,true
9305,2025-09-07T06:37:23.535Z,8445.28,EUR,PSU-PSD2,customer,241,customer,211,US,IT,GB,,,suspect,UTILISATION_CONNECTE,73,dev-496954,SCA,,Rent,REF-569663,AGRIFITPXXX,FR767341010000000930501,HSBCUSPA2A1,FR762089610000000930601,2.28,1,,false,false,true,GB,dev-496954,SCA,,Rent,REF-569663,AGRIFITPXXX,FR767341010000000930501,HSBCUSPA2A1,FR762089610000000930601,2.28,1,,,false,false,true
9306,2025-06-19T06:37:23.535Z,1327.8,EUR,CARD,company,538,company,255,BE,DE,,,,normal,,73,dev-266686,3DS,6011,Crypto,REF-937250,DEUTDEPAXXX,FR768510310000000930601,PSSTBELXXXX,FR763199310000000930701,1.29,1,true,false,false,true,,dev-266686,3DS,6011,Crypto,REF-937250,DEUTDEPAXXX,FR768510310000000930601,PSSTBELXXXX,FR763199310000000930701,1.29,1,,true,false,false,true
9307,2025-06-17T06:37:23.535Z,8229.61,GBP,CRYPTO,customer,114,customer,30,FR,LU,,true,,normal,,16,dev-231335,SCA,,Crypto,REF-788782,HSBCLUMM2A1,LU761865010000000930701,CITIFRLX0XX,FR764892410000000930801,1.03,0.8962,,false,false,true,,dev-231335,SCA,,Crypto,REF-788782,HSBCLUMM2A1,LU761865010000000930701,CITIFRLX0XX,FR764892410000000930801,1.03,0.8962,true,,false,false,true
9308,2025-07-08T06:37:23.535Z,3447.41,EUR,PSU-PSD2,company,376,company,274,CN,GB,DE,,,suspect,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,1,dev-524253,SCA,,Rent,REF-458501,CITIGBPA2A1,FR766524110000000930801,DEUTCNLX0XX,FR763099410000000930901,0.61,1,,false,false,true,DE,dev-524253,SCA,,Rent,REF-458501,CITIGBPA2A1,FR766524110000000930801,DEUTCNLX0XX,FR763099410000000930901,0.61,1,,,false,false,true
9309,2025-08-14T06:37:23.535Z,4315.87,EUR,CASH,company,583,customer,379,NG,ES,,,,normal,,98,dev-193869,SCA,,Rent,REF-530035,CITIESPP0XX,FR761279010000000930901,AGRIFNGL2A1,FR767289410000000931001,0.27,1,,false,false,true,,dev-193869,SCA,,Rent,REF-530035,CITIESPP0XX,FR761279010000000930901,AGRIFNGL2A1,FR767289410000000931001,0.27,1,,,false,false,true
9310,2025-07-10T06:37:23.535Z,4025.14,USD,CARD,customer,973,customer,321,DE,US,,,,normal,FONDS_SEIN_PAYS_TIER,47,dev-692063,3DS,5999,Salary,REF-327993,BARCUSPAXXX,FR765306310000000931001,BARCDELX2A1,FR761889310000000931101,2.34,1.1646,false,false,false,true,,dev-692063,3DS,5999,Salary,REF-327993,BARCUSPAXXX,FR765306310000000931001,BARCDELX2A1,FR761889310000000931101,2.34,1.1646,,false,false,false,true
9311,2025-08-10T06:37:23.535Z,5788.97,EUR,CARD,company,733,company,851,CN,BE,,,,review,,17,dev-962207,3DS,6011,Invoice,REF-630163,DEUTBEPP0XX,FR765969810000000931101,AGRIFCNL2A1,FR761529410000000931201,1.51,1,true,false,false,true,,dev-962207,3DS,6011,Invoice,REF-630163,DEUTBEPP0XX,FR765969810000000931101,AGRIFCNL2A1,FR761529410000000931201,1.51,1,,true,false,false,true
9312,2025-07-28T06:37:23.535Z,8311.43,EUR,CRYPTO,company,908,company,193,US,IT,,true,,suspect,,96,dev-713639,SCA,,Rent,REF-201354,SOGEITPP2A1,FR761213210000000931201,AGRIFUSM2A1,FR764374410000000931301,0.43,1,,false,false,true,,dev-713639,SCA,,Rent,REF-201354,SOGEITPP2A1,FR761213210000000931201,AGRIFUSM2A1,FR764374410000000931301,0.43,1,true,,false,false,true
9313,2025-08-06T06:37:23.535Z,7013.38,EUR,SWIFT,company,167,customer,405,GB,GB,,,,review,FONDS_SEIN_PAYS_TIER,37,dev-147685,SCA,,Trade,REF-995669,CCBPGBMMXXX,FR767908010000000931301,BARCGBLLXXX,FR764695910000000931401,0.46,1,,false,false,false,,dev-147685,SCA,,Trade,REF-995669,CCBPGBMMXXX,FR767908010000000931301,BARCGBLLXXX,FR764695910000000931401,0.46,1,,,false,false,false
9314,2025-08-09T06:37:23.535Z,5652.81,GBP,PSU-PSD2,company,768,customer,840,FR,IT,FR,,,suspect,,44,dev-878458,SCA,,Trade,REF-161038,PSSTITPAXXX,FR766708610000000931401,PSSTFRPA2A1,FR766522710000000931501,0.28,0.8267,,false,false,true,FR,dev-878458,SCA,,Trade,REF-161038,PSSTITPAXXX,FR766708610000000931401,PSSTFRPA2A1,FR766522710000000931501,0.28,0.8267,,,false,false,true
9315,2025-08-31T06:37:23.535Z,6933.47,EUR,SEPA,company,782,company,496,DE,GB,,,,review,FONDS_SEIN_PAYS_TIER,2,dev-446302,SCA,,Salary,REF-890337,DEUTGBPA0XX,FR766739410000000931501,CCBPDELXXXX,FR769047810000000931601,0.46,1,,false,false,true,,dev-446302,SCA,,Salary,REF-890337,DEUTGBPA0XX,FR766739410000000931501,CCBPDELXXXX,FR769047810000000931601,0.46,1,,,false,false,true
9316,2025-08-31T06:37:23.535Z,858.59,USD,SEPA,customer,237,company,941,CN,CH,,,,suspect,FONDS_SEIN_PAYS_TIER,84,dev-761052,SCA,,Trade,REF-528728,AGRIFCHPXXX,FR766469210000000931601,BNPACNPA0XX,FR769618310000000931701,1.47,1.1193,,false,false,true,,dev-761052,SCA,,Trade,REF-528728,AGRIFCHPXXX,FR766469210000000931601,BNPACNPA0XX,FR769618310000000931701,1.47,1.1193,,,false,false,true
9317,2025-06-13T06:37:23.535Z,5613.36,EUR,CARD,company,819,customer,680,US,US,,,,suspect,FONDS_SEIN_PAYS_TIER,65,dev-882390,3DS,5999,Rent,REF-497240,DEUTUSPA0XX,FR765774910000000931701,HSBCUSPPXXX,FR765461710000000931801,2.32,1,false,false,false,false,,dev-882390,3DS,5999,Rent,REF-497240,DEUTUSPA0XX,FR765774910000000931701,HSBCUSPPXXX,FR765461710000000931801,2.32,1,,false,false,false,false
9318,2025-09-07T06:37:23.535Z,4242.3,EUR,SEPA,company,636,company,299,FR,AE,,,,review,FONDS_SEIN_PAYS_TIER,88,dev-643136,SCA,,Crypto,REF-356346,DEUTAELLXXX,FR762310310000000931801,CCBPFRLX2A1,FR762683810000000931901,2.38,1,,false,false,true,,dev-643136,SCA,,Crypto,REF-356346,DEUTAELLXXX,FR762310310000000931801,CCBPFRLX2A1,FR762683810000000931901,2.38,1,,,false,false,true
9319,2025-06-22T06:37:23.535Z,2854.08,CHF,PSU-PSD2,customer,919,customer,686,AE,IT,GB,,,review,UTILISATION_CONNECTE,28,dev-147849,SCA,,Trade,REF-831335,CITIITLLXXX,FR767396510000000931901,BARCAEPP0XX,FR763839310000000932001,1.12,1.29,,false,false,true,GB,dev-147849,SCA,,Trade,REF-831335,CITIITLLXXX,FR767396510000000931901,BARCAEPP0XX,FR763839310000000932001,1.12,1.29,,,false,false,true
9320,2025-07-22T06:37:23.535Z,6815.46,GBP,CASH,company,723,company,654,IT,CN,,,,review,FONDS_SEIN_PAYS_TIER,83,dev-352356,SCA,,Gift,REF-574982,PSSTCNPP2A1,FR763360510000000932001,PSSTITMM0XX,FR763050610000000932101,1.77,1.1065,,false,false,true,,dev-352356,SCA,,Gift,REF-574982,PSSTCNPP2A1,FR763360510000000932001,PSSTITMM0XX,FR763050610000000932101,1.77,1.1065,,,false,false,true
9321,2025-08-02T06:37:23.535Z,2568.29,CHF,SEPA,company,853,company,16,DE,IT,,,,review,,41,dev-313438,SCA,,Gift,REF-574916,SOGEITPP2A1,FR761680910000000932101,BARCDELX0XX,FR769281710000000932201,0.48,0.9274,,false,false,true,,dev-313438,SCA,,Gift,REF-574916,SOGEITPP2A1,FR761680910000000932101,BARCDELX0XX,FR769281710000000932201,0.48,0.9274,,,false,false,true
9322,2025-07-22T06:37:23.535Z,6708.99,EUR,CARD,customer,830,company,927,AE,NG,,,,suspect,FONDS_SEIN_PAYS_TIER,8,dev-303336,3DS,6011,Salary,REF-745620,CCBPNGPPXXX,FR762621610000000932201,DEUTAEPAXXX,FR762845810000000932301,0.68,1,false,false,false,true,,dev-303336,3DS,6011,Salary,REF-745620,CCBPNGPPXXX,FR762621610000000932201,DEUTAEPAXXX,FR762845810000000932301,0.68,1,,false,false,false,true
9323,2025-07-24T06:37:23.535Z,2209.1,EUR,PSU-PSD2,company,666,customer,195,GB,BE,GB,,,normal,,77,dev-647618,SCA,,Crypto,REF-191596,PSSTBELX2A1,FR765250710000000932301,CITIGBLL2A1,FR765965110000000932401,0.91,1,,false,false,true,GB,dev-647618,SCA,,Crypto,REF-191596,PSSTBELX2A1,FR765250710000000932301,CITIGBLL2A1,FR765965110000000932401,0.91,1,,,false,false,true
9324,2025-08-24T06:37:23.535Z,2982.53,CHF,CRYPTO,customer,58,company,863,BE,DE,,true,,normal,,64,dev-577367,SCA,,Crypto,REF-835925,CCBPDEMMXXX,FR761563610000000932401,HSBCBEPA2A1,FR767414110000000932501,1.21,1.0048,,false,false,true,,dev-577367,SCA,,Crypto,REF-835925,CCBPDEMMXXX,FR761563610000000932401,HSBCBEPA2A1,FR767414110000000932501,1.21,1.0048,true,,false,false,true
9325,2025-08-28T06:37:23.535Z,7419.98,EUR,CARD,customer,211,customer,70,CN,CN,,,,normal,FONDS_SEIN_PAYS_TIER,12,dev-954193,3DS,5411,Invoice,REF-268149,CITICNPP0XX,FR766927310000000932501,SOGECNMM2A1,FR763878110000000932601,0.68,1,true,false,false,false,,dev-954193,3DS,5411,Invoice,REF-268149,CITICNPP0XX,FR766927310000000932501,SOGECNMM2A1,FR763878110000000932601,0.68,1,,true,false,false,false
9326,2025-07-02T06:37:23.535Z,5861.57,CHF,SWIFT,customer,870,customer,904,NG,GB,,,,normal,FONDS_SEIN_PAYS_TIER,17,dev-468515,SCA,,Salary,REF-481462,DEUTGBPPXXX,FR764220610000000932601,CITINGPA0XX,FR764454710000000932701,0.05,1.3633,,false,false,true,,dev-468515,SCA,,Salary,REF-481462,DEUTGBPPXXX,FR764220610000000932601,CITINGPA0XX,FR764454710000000932701,0.05,1.3633,,,false,false,true
9327,2025-07-16T06:37:23.535Z,442.34,EUR,SWIFT,customer,329,customer,858,IT,LU,,,,normal,,15,dev-545538,SCA,,Crypto,REF-250195,SOGELUPAXXX,LU761936710000000932701,AGRIFITP0XX,FR765724210000000932801,1.47,1,,false,false,true,,dev-545538,SCA,,Crypto,REF-250195,SOGELUPAXXX,LU761936710000000932701,AGRIFITP0XX,FR765724210000000932801,1.47,1,,,false,false,true
9328,2025-09-07T06:37:23.535Z,3496.38,CHF,CARD,customer,580,customer,522,GB,GB,,,,review,FONDS_SEIN_PAYS_TIER,16,dev-686688,3DS,5999,Salary,REF-257750,BNPAGBLL0XX,FR766993910000000932801,SOGEGBMM2A1,FR761674810000000932901,2.36,1.2732,false,false,false,false,,dev-686688,3DS,5999,Salary,REF-257750,BNPAGBLL0XX,FR766993910000000932801,SOGEGBMM2A1,FR761674810000000932901,2.36,1.2732,,false,false,false,false
9329,2025-07-26T06:37:23.535Z,2436.96,CHF,SEPA,customer,132,customer,444,BE,AE,,,,review,FONDS_SEIN_PAYS_TIER,98,dev-397827,SCA,,Crypto,REF-705343,SOGEAEMM0XX,FR766375810000000932901,BARCBEMM2A1,FR768922110000000933001,0.69,1.2444,,true,false,true,,dev-397827,SCA,,Crypto,REF-705343,SOGEAEMM0XX,FR766375810000000932901,BARCBEMM2A1,FR768922110000000933001,0.69,1.2444,,,true,false,true
9330,2025-08-14T06:37:23.535Z,7252.57,CHF,SWIFT,customer,446,company,999,ES,CH,,,,suspect,FONDS_SEIN_PAYS_TIER,86,dev-824011,SCA,,Crypto,REF-359680,SOGECHLX2A1,FR763155010000000933001,CITIESMM0XX,FR766118810000000933101,2.60,1.2636,,false,false,true,,dev-824011,SCA,,Crypto,REF-359680,SOGECHLX2A1,FR763155010000000933001,CITIESMM0XX,FR766118810000000933101,2.60,1.2636,,,false,false,true
9331,2025-08-31T06:37:23.535Z,4499.02,GBP,CASH,customer,95,company,980,CH,US,,,,suspect,FONDS_SEIN_PAYS_TIER,94,dev-299077,SCA,,Trade,REF-886000,SOGEUSLL0XX,FR769618210000000933101,BARCCHPP2A1,FR766792810000000933201,0.45,1.1179,,false,false,true,,dev-299077,SCA,,Trade,REF-886000,SOGEUSLL0XX,FR769618210000000933101,BARCCHPP2A1,FR766792810000000933201,0.45,1.1179,,,false,false,true
9332,2025-07-29T06:37:23.535Z,3120.52,GBP,CRYPTO,customer,547,company,299,DE,AE,,false,,normal,FONDS_SEIN_PAYS_TIER;PBR_ATTACHED,49,dev-227855,SCA,,Invoice,REF-694174,DEUTAEPPXXX,FR765002510000000933201,PSSTDEPA2A1,FR761211010000000933301,1.25,1.2353,,false,false,true,,dev-227855,SCA,,Invoice,REF-694174,DEUTAEPPXXX,FR765002510000000933201,PSSTDEPA2A1,FR761211010000000933301,1.25,1.2353,false,,false,false,true
9333,2025-06-13T06:37:23.535Z,1894.09,GBP,CASH,customer,993,company,610,FR,DE,,,,normal,,80,dev-957049,SCA,,Gift,REF-838794,CCBPDEPP2A1,FR761493910000000933301,PSSTFRLXXXX,FR769607910000000933401,0.36,1.3514,,false,false,true,,dev-957049,SCA,,Gift,REF-838794,CCBPDEPP2A1,FR761493910000000933301,PSSTFRLXXXX,FR769607910000000933401,0.36,1.3514,,,false,false,true
9334,2025-06-20T06:37:23.535Z,4515.28,USD,PSU-PSD2,customer,722,customer,660,DE,NG,FR,,,suspect,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,4,dev-962364,SCA,,Invoice,REF-123658,BNPANGMM2A1,FR768988110000000933401,AGRIFDEP0XX,FR764572710000000933501,2.53,1.3175,,false,false,true,FR,dev-962364,SCA,,Invoice,REF-123658,BNPANGMM2A1,FR768988110000000933401,AGRIFDEP0XX,FR764572710000000933501,2.53,1.3175,,,false,false,true
9335,2025-08-18T06:37:23.535Z,2202.76,EUR,CARD,company,820,customer,116,ES,LU,,,,normal,,55,dev-659329,3DS,4829,Rent,REF-614689,PSSTLUPP2A1,LU767396610000000933501,PSSTESLL2A1,FR763319510000000933601,0.99,1,false,false,false,true,,dev-659329,3DS,4829,Rent,REF-614689,PSSTLUPP2A1,LU767396610000000933501,PSSTESLL2A1,FR763319510000000933601,0.99,1,,false,false,false,true
9336,2025-06-17T06:37:23.535Z,6773.08,EUR,CARD,company,141,company,552,CN,ES,,,,suspect,,80,dev-392013,3DS,5999,Gift,REF-765180,BNPAESLX0XX,FR767112610000000933601,PSSTCNPAXXX,FR765811910000000933701,2.49,1,false,false,false,true,,dev-392013,3DS,5999,Gift,REF-765180,BNPAESLX0XX,FR767112610000000933601,PSSTCNPAXXX,FR765811910000000933701,2.49,1,,false,false,false,true
9337,2025-07-11T06:37:23.535Z,4045.65,EUR,SEPA,customer,890,company,367,IT,NG,,,,review,FONDS_SEIN_PAYS_TIER,79,dev-711623,SCA,,Gift,REF-464326,HSBCNGPAXXX,FR765883310000000933701,HSBCITLX0XX,FR766105810000000933801,2.09,1,,true,false,true,,dev-711623,SCA,,Gift,REF-464326,HSBCNGPAXXX,FR765883310000000933701,HSBCITLX0XX,FR766105810000000933801,2.09,1,,,true,false,true
9338,2025-09-05T06:37:23.535Z,3940.65,CHF,PSU-PSD2,customer,3,customer,79,FR,NG,DE,,,normal,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,18,dev-822547,SCA,,Invoice,REF-106061,DEUTNGMM2A1,FR769069810000000933801,SOGEFRPAXXX,FR764119510000000933901,1.39,1.1701,,false,false,true,DE,dev-822547,SCA,,Invoice,REF-106061,DEUTNGMM2A1,FR769069810000000933801,SOGEFRPAXXX,FR764119510000000933901,1.39,1.1701,,,false,false,true
9339,2025-07-10T06:37:23.535Z,938.46,EUR,CARD,customer,116,customer,151,CH,IT,,,,suspect,,69,dev-700524,3DS,4829,Crypto,REF-255149,CCBPITMM0XX,FR767387510000000933901,CCBPCHMMXXX,FR767991410000000934001,0.62,1,false,false,false,true,,dev-700524,3DS,4829,Crypto,REF-255149,CCBPITMM0XX,FR767387510000000933901,CCBPCHMMXXX,FR767991410000000934001,0.62,1,,false,false,false,true
9340,2025-06-23T06:37:23.535Z,6618.91,EUR,SEPA,customer,808,customer,631,FR,AE,,,,normal,FONDS_SEIN_PAYS_TIER,97,dev-692983,SCA,,Crypto,REF-514103,BARCAEPA2A1,FR765654410000000934001,BARCFRLL2A1,FR764770610000000934101,1.19,1,,true,false,true,,dev-692983,SCA,,Crypto,REF-514103,BARCAEPA2A1,FR765654410000000934001,BARCFRLL2A1,FR764770610000000934101,1.19,1,,,true,false,true
