customer_id,name,country,created_at,kyc_updated_at,risk_score,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country
255,,BE,2024-10-28,,15,FR763248110000000025501,Retail,Self-Employed,97476,2024-03-29,Non-Resident,Business income,Online,FR,FR763248110000000025501,Retail,Self-Employed,97476,2024-03-29,Non-Resident,Business income,Online,FR
256,,ES,2023-08-13,,27,FR764664110000000025601,Retail,Retired,65104,2023-12-12,Non-Resident,Savings,Branch,ES,FR764664110000000025601,Retail,Retired,65104,2023-12-12,Non-Resident,Savings,Branch,ES
257,,IT,2023-06-02,,59,FR762110210000000025701,Private,Self-Employed,125088,2024-10-22,Non-Resident,Salary,Online,FR,FR762110210000000025701,Private,Self-Employed,125088,2024-10-22,Non-Resident,Salary,Online,FR
258,,FR,2025-04-12,,25,FR768812510000000025801,Private,Student,44417,2024-08-02,Resident,Business income,Branch,DE,FR768812510000000025801,Private,Student,44417,2024-08-02,Resident,Business income,Branch,DE
259,,LU,2025-02-09,,48,FR763322710000000025901,Retail,Self-Employed,84214,2024-10-17,Non-Resident,Salary,Online,ES,FR763322710000000025901,Retail,Self-Employed,84214,2024-10-17,Non-Resident,Salary,Online,ES
260,,LU,2023-03-04,,16,FR769178110000000026001,Retail,Salaried,113386,2025-04-25,Non-Resident,Salary,Branch,GB,FR769178110000000026001,Retail,Salaried,113386,2025-04-25,Non-Resident,Salary,Branch,GB
261,,ES,2023-07-26,,77,FR763798210000000026101,Premium,Student,133092,2023-11-24,Non-Resident,Business income,Branch,FR,FR763798210000000026101,Premium,Student,133092,2023-11-24,Non-Resident,Business income,Branch,FR
262,,LU,2023-06-08,,28,FR764248810000000026201,Premium,Salaried,112153,2023-05-29,Non-Resident,Business income,Branch,DE,FR764248810000000026201,Premium,Salaried,112153,2023-05-29,Non-Resident,Business income,Branch,DE
263,,LU,2025-06-30,,62,FR762864510000000026301,Retail,Salaried,31621,2025-02-28,Non-Resident,Savings,Online,DE,FR762864510000000026301,Retail,Salaried,31621,2025-02-28,Non-Resident,Savings,Online,DE
264,,FR,2023-07-15,,72,FR766606710000000026401,Private,Self-Employed,24039,2025-01-17,Resident,Savings,Branch,DE,FR766606710000000026401,Private,Self-Employed,24039,2025-01-17,Resident,Savings,Branch,DE
265,,ES,2024-03-13,,56,FR767287610000000026501,Retail,Salaried,131535,2023-09-15,Non-Resident,Business income,Branch,ES,FR767287610000000026501,Retail,Salaried,131535,2023-09-15,Non-Resident,Business income,Branch,ES
266,,FR,2025-08-25,,75,FR764591810000000026601,Retail,Retired,70333,2025-06-28,Resident,Salary,Branch,FR,FR764591810000000026601,Retail,Retired,70333,2025-06-28,Resident,Salary,Branch,FR
267,,FR,2024-11-15,,24,FR762239110000000026701,Retail,Self-Employed,60952,2023-04-21,Resident,Savings,Online,DE,FR762239110000000026701,Retail,Self-Employed,60952,2023-04-21,Resident,Savings,Online,DE
268,,IT,2023-03-23,,46,FR764286510000000026801,Private,Self-Employed,131175,2025-04-07,Non-Resident,Savings,Online,FR,FR764286510000000026801,Private,Self-Employed,131175,2025-04-07,Non-Resident,Savings,Online,FR
269,,ES,2024-12-21,,52,FR764308210000000026901,Retail,Retired,30456,2025-07-07,Non-Resident,Salary,Branch,ES,FR764308210000000026901,Retail,Retired,30456,2025-07-07,Non-Resident,Salary,Branch,ES
270,,FR,2023-04-29,,4,FR768003310000000027001,Private,Salaried,56750,2023-06-08,Resident,Savings,Branch,ES,FR768003310000000027001,Private,Salaried,56750,2023-06-08,Resident,Savings,Branch,ES
271,,BE,2025-05-12,,50,FR767668810000000027101,Premium,Retired,54743,2025-03-10,Non-Resident,Business income,Branch,GB,FR767668810000000027101,Premium,Retired,54743,2025-03-10,Non-Resident,Business income,Branch,GB
272,,FR,2023-05-26,,19,FR767296810000000027201,Private,Student,87654,2024-11-13,Resident,Savings,Branch,DE,FR767296810000000027201,Private,Student,87654,2024-11-13,Resident,Savings,Branch,DE
273,,FR,2025-08-08,,29,FR761826710000000027301,Retail,Student,36753,2023-09-28,Resident,Savings,Branch,ES,FR761826710000000027301,Retail,Student,36753,2023-09-28,Resident,Savings,Branch,ES
274,,FR,2025-03-31,,23,FR762046710000000027401,Private,Self-Employed,79013,2024-01-20,Resident,Salary,Online,ES,FR762046710000000027401,Private,Self-Employed,79013,2024-01-20,Resident,Salary,Online,ES
275,,ES,2024-11-01,,97,FR764656610000000027501,Retail,Self-Employed,27686,2024-07-21,Non-Resident,Savings,Online,GB,FR764656610000000027501,Retail,Self-Employed,27686,2024-07-21,Non-Resident,Savings,Online,GB
276,,FR,2023-11-09,,81,FR769897510000000027601,Retail,Student,43608,2024-02-28,Resident,Savings,Online,ES,FR769897510000000027601,Retail,Student,43608,2024-02-28,Resident,Savings,Online,ES
277,,IT,2023-03-01,,75,FR769967610000000027701,Premium,Student,34055,2023-07-04,Non-Resident,Business income,Online,ES,FR769967610000000027701,Premium,Student,34055,2023-07-04,Non-Resident,Business income,Online,ES
278,,BE,2023-06-13,,54,FR765502510000000027801,Premium,Student,49909,2023-12-21,Non-Resident,Savings,Branch,GB,FR765502510000000027801,Premium,Student,49909,2023-12-21,Non-Resident,Savings,Branch,GB
279,,DE,2023-09-02,,90,FR767910710000000027901,Private,Retired,29883,2025-08-02,Non-Resident,Business income,Branch,FR,FR767910710000000027901,Private,Retired,29883,2025-08-02,Non-Resident,Business income,Branch,FR
280,,LU,2025-08-26,,61,FR768223310000000028001,Private,Salaried,20571,2024-12-05,Non-Resident,Savings,Online,ES,FR768223310000000028001,Private,Salaried,20571,2024-12-05,Non-Resident,Savings,Online,ES
281,,LU,2025-07-15,,79,FR765139310000000028101,Retail,Self-Employed,59037,2023-07-18,Non-Resident,Business income,Branch,GB,FR765139310000000028101,Retail,Self-Employed,59037,2023-07-18,Non-Resident,Business income,Branch,GB
282,,DE,2024-12-15,,77,FR764255710000000028201,Retail,Student,55386,2023-06-18,Non-Resident,Salary,Branch,DE,FR764255710000000028201,Retail,Student,55386,2023-06-18,Non-Resident,Salary,Branch,DE
283,,FR,2024-06-14,,76,FR761910710000000028301,Premium,Self-Employed,97991,2023-04-15,Resident,Salary,Branch,ES,FR761910710000000028301,Premium,Self-Employed,97991,2023-04-15,Resident,Salary,Branch,ES
284,,FR,2024-10-16,,83,FR763862510000000028401,Premium,Salaried,108259,2025-08-11,Resident,Savings,Online,GB,FR763862510000000028401,Premium,Salaried,108259,2025-08-11,Resident,Savings,Online,GB
285,,DE,2023-04-19,,73,FR766139210000000028501,Private,Self-Employed,89008,2025-04-17,Non-Resident,Savings,Online,GB,FR766139210000000028501,Private,Self-Employed,89008,2025-04-17,Non-Resident,Savings,Online,GB
286,,IT,2025-04-26,,45,FR769730010000000028601,Private,Student,129605,2023-04-30,Non-Resident,Salary,Online,FR,FR769730010000000028601,Private,Student,129605,2023-04-30,Non-Resident,Salary,Online,FR
287,,BE,2025-02-13,,84,FR768129010000000028701,Private,Salaried,84260,2023-10-26,Non-Resident,Business income,Branch,ES,FR768129010000000028701,Private,Salaried,84260,2023-10-26,Non-Resident,Business income,Branch,ES
288,,FR,2024-10-04,,37,FR762905910000000028801,Premium,Self-Employed,113155,2023-09-29,Resident,Savings,Online,FR,FR762905910000000028801,Premium,Self-Employed,113155,2023-09-29,Resident,Savings,Online,FR
289,,DE,2025-05-19,,74,FR769453710000000028901,Premium,Self-Employed,88388,2024-08-14,Non-Resident,Savings,Online,DE,FR769453710000000028901,Premium,Self-Employed,88388,2024-08-14,Non-Resident,Savings,Online,DE
290,,FR,2024-08-22,,66,FR767190010000000029001,Retail,Retired,59347,2025-02-04,Resident,Business income,Online,GB,FR767190010000000029001,Retail,Retired,59347,2025-02-04,Resident,Business income,Online,GB
291,,FR,2023-08-03,,17,FR765950210000000029101,Premium,Retired,123665,2025-04-10,Resident,Salary,Online,DE,FR765950210000000029101,Premium,Retired,123665,2025-04-10,Resident,Salary,Online,DE
292,,LU,2023-05-09,,96,FR769586510000000029201,Premium,Salaried,63713,2025-04-29,Non-Resident,Savings,Online,ES,FR769586510000000029201,Premium,Salaried,63713,2025-04-29,Non-Resident,Savings,Online,ES
293,,FR,2023-04-29,,39,FR763443010000000029301,Premium,Retired,104771,2025-05-09,Resident,Salary,Online,ES,FR763443010000000029301,Premium,Retired,104771,2025-05-09,Resident,Salary,Online,ES
294,,IT,2025-02-17,,5,FR768719210000000029401,Private,Salaried,75510,2025-03-04,Non-Resident,Savings,Branch,ES,FR768719210000000029401,Private,Salaried,75510,2025-03-04,Non-Resident,Savings,Branch,ES
295,,FR,2023-12-24,,88,FR769328610000000029501,Private,Salaried,46515,2025-01-03,Resident,Salary,Branch,FR,FR769328610000000029501,Private,Salaried,46515,2025-01-03,Resident,Salary,Branch,FR
296,,BE,2024-05-17,,66,FR768455710000000029601,Retail,Salaried,43595,2024-08-02,Non-Resident,Savings,Online,DE,FR768455710000000029601,Retail,Salaried,43595,2024-08-02,Non-Resident,Savings,Online,DE
297,,DE,2023-07-07,,55,FR762891610000000029701,Premium,Salaried,69640,2025-06-25,Non-Resident,Salary,Online,ES,FR762891610000000029701,Premium,Salaried,69640,2025-06-25,Non-Resident,Salary,Online,ES
298,,IT,2025-02-09,,97,FR765612410000000029801,Premium,Student,23347,2024-02-08,Non-Resident,Salary,Branch,DE,FR765612410000000029801,Premium,Student,23347,2024-02-08,Non-Resident,Salary,Branch,DE
299,,ES,2024-04-04,,43,FR767933210000000029901,Premium,Self-Employed,51682,2024-02-25,Non-Resident,Salary,Branch,DE,FR767933210000000029901,Premium,Self-Employed,51682,2024-02-25,Non-Resident,Salary,Branch,DE
300,,LU,2024-09-17,,8,FR762962610000000030001,Retail,Student,104390,2024-06-17,Non-Resident,Savings,Online,ES,FR762962610000000030001,Retail,Student,104390,2024-06-17,Non-Resident,Savings,Online,ES
301,,ES,2025-08-11,,59,FR762687110000000030101,Private,Retired,90431,2025-03-14,Non-Resident,Salary,Branch,DE,FR762687110000000030101,Private,Retired,90431,2025-03-14,Non-Resident,Salary,Branch,DE
302,,FR,2024-10-16,,34,FR762433310000000030201,Retail,Retired,132997,2023-10-15,Resident,Salary,Online,FR,FR762433310000000030201,Retail,Retired,132997,2023-10-15,Resident,Salary,Online,FR
303,,ES,2023-01-30,,66,FR768884410000000030301,Retail,Student,130188,2024-12-02,Non-Resident,Savings,Online,FR,FR768884410000000030301,Retail,Student,130188,2024-12-02,Non-Resident,Savings,Online,FR
304,,LU,2024-05-29,,56,FR762151110000000030401,Premium,Student,127134,2025-03-27,Non-Resident,Salary,Online,DE,FR762151110000000030401,Premium,Student,127134,2025-03-27,Non-Resident,Salary,Online,DE
305,,IT,2024-04-23,,73,FR765771710000000030501,Private,Salaried,117743,2025-08-15,Non-Resident,Salary,Branch,GB,FR765771710000000030501,Private,Salaried,117743,2025-08-15,Non-Resident,Salary,Branch,GB
306,,BE,2023-04-20,,95,FR764206610000000030601,Retail,Student,62992,2023-08-23,Non-Resident,Business income,Online,DE,FR764206610000000030601,Retail,Student,62992,2023-08-23,Non-Resident,Business income,Online,DE
307,,LU,2023-07-13,,19,FR768412710000000030701,Retail,Student,100255,2024-03-14,Non-Resident,Salary,Branch,DE,FR768412710000000030701,Retail,Student,100255,2024-03-14,Non-Resident,Salary,Branch,DE
308,,LU,2024-11-04,,29,FR768127710000000030801,Private,Salaried,113178,2023-10-19,Non-Resident,Savings,Branch,DE,FR768127710000000030801,Private,Salaried,113178,2023-10-19,Non-Resident,Savings,Branch,DE
309,,FR,2023-03-05,,41,FR765763910000000030901,Private,Self-Employed,126753,2025-01-10,Resident,Salary,Branch,ES,FR765763910000000030901,Private,Self-Employed,126753,2025-01-10,Resident,Salary,Branch,ES
310,,LU,2023-02-26,,36,FR761169210000000031001,Private,Salaried,39296,2024-02-09,Non-Resident,Salary,Online,DE,FR761169210000000031001,Private,Salaried,39296,2024-02-09,Non-Resident,Salary,Online,DE
311,,FR,2025-04-25,,38,FR765447910000000031101,Private,Self-Employed,42988,2025-07-28,Resident,Salary,Branch,DE,FR765447910000000031101,Private,Self-Employed,42988,2025-07-28,Resident,Salary,Branch,DE
312,,DE,2024-11-19,,25,FR768842310000000031201,Private,Retired,122991,2023-07-30,Non-Resident,Business income,Branch,GB,FR768842310000000031201,Private,Retired,122991,2023-07-30,Non-Resident,Business income,Branch,GB
313,,DE,2024-08-11,,9,FR769556210000000031301,Premium,Self-Employed,100497,2024-09-02,Non-Resident,Savings,Branch,GB,FR769556210000000031301,Premium,Self-Employed,100497,2024-09-02,Non-Resident,Savings,Branch,GB
314,,IT,2024-06-19,,36,FR765011110000000031401,Premium,Student,52425,2024-11-26,Non-Resident,Business income,Branch,DE,FR765011110000000031401,Premium,Student,52425,2024-11-26,Non-Resident,Business income,Branch,DE
315,,FR,2023-08-23,,24,FR766808110000000031501,Premium,Retired,125480,2024-05-07,Resident,Business income,Online,DE,FR766808110000000031501,Premium,Retired,125480,2024-05-07,Resident,Business income,Online,DE
316,,FR,2024-06-20,,60,FR767036710000000031601,Premium,Retired,120803,2023-05-19,Resident,Savings,Branch,FR,FR767036710000000031601,Premium,Retired,120803,2023-05-19,Resident,Savings,Branch,FR
317,,LU,2025-05-25,,43,FR765417410000000031701,Retail,Retired,69868,2024-08-29,Non-Resident,Savings,Online,ES,FR765417410000000031701,Retail,Retired,69868,2024-08-29,Non-Resident,Savings,Online,ES
318,,IT,2025-03-10,,85,FR766216610000000031801,Private,Self-Employed,116054,2023-09-26,Non-Resident,Business income,Branch,FR,FR766216610000000031801,Private,Self-Employed,116054,2023-09-26,Non-Resident,Business income,Branch,FR
319,,BE,2024-05-22,,36,FR764305010000000031901,Premium,Student,103608,2024-05-07,Non-Resident,Savings,Online,FR,FR764305010000000031901,Premium,Student,103608,2024-05-07,Non-Resident,Savings,Online,FR
320,,FR,2024-12-11,,89,FR761371210000000032001,Private,Retired,62989,2024-08-17,Resident,Business income,Online,DE,FR761371210000000032001,Private,Retired,62989,2024-08-17,Resident,Business income,Online,DE
321,,BE,2023-09-13,,43,FR769293510000000032101,Premium,Self-Employed,27641,2024-12-26,Non-Resident,Salary,Branch,DE,FR769293510000000032101,Premium,Self-Employed,27641,2024-12-26,Non-Resident,Salary,Branch,DE
322,,BE,2023-06-16,,60,FR764979610000000032201,Private,Retired,124007,2024-08-09,Non-Resident,Savings,Branch,ES,FR764979610000000032201,Private,Retired,124007,2024-08-09,Non-Resident,Savings,Branch,ES
323,,BE,2023-04-29,,88,FR763377810000000032301,Premium,Student,33730,2024-04-14,Non-Resident,Savings,Online,DE,FR763377810000000032301,Premium,Student,33730,2024-04-14,Non-Resident,Savings,Online,DE
324,,ES,2023-07-07,,99,FR765479410000000032401,Premium,Self-Employed,58204,2025-07-04,Non-Resident,Business income,Online,GB,FR765479410000000032401,Premium,Self-Employed,58204,2025-07-04,Non-Resident,Business income,Online,GB
325,,BE,2024-02-24,,43,FR767684410000000032501,Premium,Self-Employed,61464,2024-05-02,Non-Resident,Salary,Branch,ES,FR767684410000000032501,Premium,Self-Employed,61464,2024-05-02,Non-Resident,Salary,Branch,ES
326,,ES,2023-02-23,,92,FR761671810000000032601,Private,Student,106214,2023-06-27,Non-Resident,Salary,Branch,ES,FR761671810000000032601,Private,Student,106214,2023-06-27,Non-Resident,Salary,Branch,ES
327,,FR,2025-04-30,,85,FR764123110000000032701,Private,Student,131903,2023-06-11,Resident,Business income,Branch,DE,FR764123110000000032701,Private,Student,131903,2023-06-11,Resident,Business income,Branch,DE
328,,ES,2024-02-10,,52,FR766082110000000032801,Retail,Retired,62712,2023-07-23,Non-Resident,Savings,Online,FR,FR766082110000000032801,Retail,Retired,62712,2023-07-23,Non-Resident,Savings,Online,FR
329,,FR,2025-01-30,,38,FR767301510000000032901,Private,Student,106380,2025-05-20,Resident,Business income,Online,GB,FR767301510000000032901,Private,Student,106380,2025-05-20,Resident,Business income,Online,GB
330,,FR,2023-05-26,,21,FR764514810000000033001,Premium,Retired,120541,2024-10-29,Resident,Business income,Branch,ES,FR764514810000000033001,Premium,Retired,120541,2024-10-29,Resident,Business income,Branch,ES
331,,ES,2024-05-13,,9,FR768133510000000033101,Private,Self-Employed,50120,2024-02-28,Non-Resident,Savings,Online,DE,FR768133510000000033101,Private,Self-Employed,50120,2024-02-28,Non-Resident,Savings,Online,DE
332,,LU,2023-05-03,,2,FR766185610000000033201,Retail,Self-Employed,97117,2023-09-08,Non-Resident,Business income,Online,DE,FR766185610000000033201,Retail,Self-Employed,97117,2023-09-08,Non-Resident,Business income,Online,DE
333,,BE,2025-08-01,,84,FR764679210000000033301,Private,Self-Employed,62288,2023-10-17,Non-Resident,Savings,Branch,GB,FR764679210000000033301,Private,Self-Employed,62288,2023-10-17,Non-Resident,Savings,Branch,GB
334,,ES,2025-08-15,,90,FR768121410000000033401,Premium,Self-Employed,31931,2024-12-30,Non-Resident,Savings,Branch,FR,FR768121410000000033401,Premium,Self-Employed,31931,2024-12-30,Non-Resident,Savings,Branch,FR
335,,IT,2025-01-24,,25,FR761698610000000033501,Private,Retired,82195,2025-08-28,Non-Resident,Business income,Online,DE,FR761698610000000033501,Private,Retired,82195,2025-08-28,Non-Resident,Business income,Online,DE
336,,ES,2023-05-03,,98,FR762566710000000033601,Premium,Retired,36475,2023-04-16,Non-Resident,Business income,Online,ES,FR762566710000000033601,Premium,Retired,36475,2023-04-16,Non-Resident,Business income,Online,ES
337,,BE,2024-03-15,,45,FR764556110000000033701,Retail,Retired,87826,2023-05-28,Non-Resident,Business income,Online,FR,FR764556110000000033701,Retail,Retired,87826,2023-05-28,Non-Resident,Business income,Online,FR
338,,FR,2025-04-25,,17,FR761724410000000033801,Private,Salaried,39032,2024-06-06,Resident,Salary,Branch,FR,FR761724410000000033801,Private,Salaried,39032,2024-06-06,Resident,Salary,Branch,FR
339,,ES,2023-05-19,,57,FR766556310000000033901,Private,Self-Employed,107669,2024-04-10,Non-Resident,Savings,Branch,GB,FR766556310000000033901,Private,Self-Employed,107669,2024-04-10,Non-Resident,Savings,Branch,GB
340,,FR,2025-05-11,,95,FR764896210000000034001,Private,Student,77001,2023-07-18,Resident,Salary,Branch,FR,FR764896210000000034001,Private,Student,77001,2023-07-18,Resident,Salary,Branch,FR
341,,BE,2025-07-16,,71,FR767844210000000034101,Retail,Salaried,84175,2025-02-08,Non-Resident,Savings,Branch,DE,FR767844210000000034101,Retail,Salaried,84175,2025-02-08,Non-Resident,Savings,Branch,DE
342,,ES,2024-11-29,,85,FR763189410000000034201,Private,Student,112248,2024-06-01,Non-Resident,Salary,Online,DE,FR763189410000000034201,Private,Student,112248,2024-06-01,Non-Resident,Salary,Online,DE
343,,FR,2023-01-02,,43,FR769416010000000034301,Retail,Salaried,124947,2024-08-20,Resident,Savings,Online,FR,FR769416010000000034301,Retail,Salaried,124947,2024-08-20,Resident,Savings,Online,FR
344,,DE,2025-03-04,,75,FR769227710000000034401,Retail,Self-Employed,41657,2024-07-09,Non-Resident,Salary,Online,ES,FR769227710000000034401,Retail,Self-Employed,41657,2024-07-09,Non-Resident,Salary,Online,ES
345,,ES,2024-10-13,,39,FR767285910000000034501,Premium,Student,25673,2023-06-27,Non-Resident,Savings,Branch,ES,FR767285910000000034501,Premium,Student,25673,2023-06-27,Non-Resident,Savings,Branch,ES
346,,FR,2024-10-28,,23,FR766745310000000034601,Retail,Retired,34543,2023-10-16,Resident,Savings,Online,FR,FR766745310000000034601,Retail,Retired,34543,2023-10-16,Resident,Savings,Online,FR
347,,LU,2023-02-26,,93,FR767981210000000034701,Retail,Self-Employed,126631,2024-11-12,Non-Resident,Business income,Branch,ES,FR767981210000000034701,Retail,Self-Employed,126631,2024-11-12,Non-Resident,Business income,Branch,ES
348,,DE,2024-12-26,,0,FR764303310000000034801,Retail,Self-Employed,34791,2023-11-23,Non-Resident,Salary,Branch,ES,FR764303310000000034801,Retail,Self-Employed,34791,2023-11-23,Non-Resident,Salary,Branch,ES
349,,IT,2025-02-15,,64,FR768503010000000034901,Premium,Student,122168,2024-07-19,Non-Resident,Savings,Branch,ES,FR768503010000000034901,Premium,Student,122168,2024-07-19,Non-Resident,Savings,Branch,ES
350,,LU,2024-08-29,,55,FR767465310000000035001,Retail,Retired,101865,2024-11-06,Non-Resident,Business income,Online,FR,FR767465310000000035001,Retail,Retired,101865,2024-11-06,Non-Resident,Business income,Online,FR
351,,ES,2023-05-11,,94,FR762552010000000035101,Retail,Student,53499,2023-12-27,Non-Resident,Business income,Online,ES,FR762552010000000035101,Retail,Student,53499,2023-12-27,Non-Resident,Business income,Online,ES
352,,DE,2023-09-06,,8,FR762872310000000035201,Premium,Retired,97170,2025-08-02,Non-Resident,Savings,Branch,ES,FR762872310000000035201,Premium,Retired,97170,2025-08-02,Non-Resident,Savings,Branch,ES
353,,FR,2025-06-10,,40,FR762419410000000035301,Private,Student,59753,2023-09-29,Resident,Salary,Branch,GB,FR762419410000000035301,Private,Student,59753,2023-09-29,Resident,Salary,Branch,GB
354,,BE,2024-09-17,,5,FR768027810000000035401,Private,Retired,104033,2024-11-28,Non-Resident,Savings,Branch,ES,FR768027810000000035401,Private,Retired,104033,2024-11-28,Non-Resident,Savings,Branch,ES
355,,FR,2024-01-09,,52,FR762084710000000035501,Private,Student,25714,2024-09-10,Resident,Business income,Online,DE,FR762084710000000035501,Private,Student,25714,2024-09-10,Resident,Business income,Online,DE
356,,FR,2025-04-04,,60,FR762389110000000035601,Retail,Retired,126313,2023-10-16,Resident,Business income,Online,DE,FR762389110000000035601,Retail,Retired,126313,2023-10-16,Resident,Business income,Online,DE
357,,IT,2023-07-28,,95,FR766973410000000035701,Private,Self-Employed,130163,2025-04-14,Non-Resident,Salary,Branch,FR,FR766973410000000035701,Private,Self-Employed,130163,2025-04-14,Non-Resident,Salary,Branch,FR
358,,FR,2023-08-08,,61,FR769395010000000035801,Premium,Self-Employed,110119,2025-05-13,Resident,Business income,Online,DE,FR769395010000000035801,Premium,Self-Employed,110119,2025-05-13,Resident,Business income,Online,DE
359,,BE,2024-03-29,,74,FR761713910000000035901,Retail,Self-Employed,41630,2024-12-17,Non-Resident,Salary,Branch,ES,FR761713910000000035901,Retail,Self-Employed,41630,2024-12-17,Non-Resident,Salary,Branch,ES
360,,FR,2024-01-12,,97,FR762830110000000036001,Premium,Student,118069,2023-09-22,Resident,Salary,Online,FR,FR762830110000000036001,Premium,Student,118069,2023-09-22,Resident,Salary,Online,FR
361,,BE,2024-03-11,,99,FR768819310000000036101,Retail,Self-Employed,129760,2023-10-09,Non-Resident,Salary,Branch,DE,FR768819310000000036101,Retail,Self-Employed,129760,2023-10-09,Non-Resident,Salary,Branch,DE
362,,FR,2025-02-08,,99,FR768886910000000036201,Private,Student,88263,2023-04-22,Resident,Salary,Online,GB,FR768886910000000036201,Private,Student,88263,2023-04-22,Resident,Salary,Online,GB
363,,FR,2023-12-23,,59,FR767234610000000036301,Private,Self-Employed,98658,2025-04-12,Resident,Business income,Online,DE,FR767234610000000036301,Private,Self-Employed,98658,2025-04-12,Resident,Business income,Online,DE
364,,FR,2024-09-08,,69,FR766331210000000036401,Retail,Self-Employed,97031,2024-04-25,Resident,Savings,Online,GB,FR766331210000000036401,Retail,Self-Employed,97031,2024-04-25,Resident,Savings,Online,GB
365,,FR,2023-05-18,,47,FR762232510000000036501,Private,Retired,92123,2023-05-14,Resident,Salary,Branch,DE,FR762232510000000036501,Private,Retired,92123,2023-05-14,Resident,Salary,Branch,DE
366,,BE,2023-04-28,,20,FR765392310000000036601,Retail,Retired,75184,2023-08-13,Non-Resident,Savings,Branch,DE,FR765392310000000036601,Retail,Retired,75184,2023-08-13,Non-Resident,Savings,Branch,DE
367,,IT,2023-04-15,,92,FR762790010000000036701,Premium,Student,25634,2023-10-23,Non-Resident,Salary,Online,FR,FR762790010000000036701,Premium,Student,25634,2023-10-23,Non-Resident,Salary,Online,FR
368,,BE,2025-08-22,,6,FR765827010000000036801,Premium,Retired,117024,2023-06-06,Non-Resident,Savings,Online,GB,FR765827010000000036801,Premium,Retired,117024,2023-06-06,Non-Resident,Savings,Online,GB
369,,DE,2024-01-16,,31,FR762763810000000036901,Retail,Self-Employed,48839,2025-06-18,Non-Resident,Business income,Branch,DE,FR762763810000000036901,Retail,Self-Employed,48839,2025-06-18,Non-Resident,Business income,Branch,DE
370,,FR,2025-01-21,,75,FR766877610000000037001,Private,Salaried,103180,2024-12-10,Resident,Business income,Branch,FR,FR766877610000000037001,Private,Salaried,103180,2024-12-10,Resident,Business income,Branch,FR
371,,FR,2023-07-30,,13,FR764320810000000037101,Private,Self-Employed,76417,2024-04-14,Resident,Salary,Online,GB,FR764320810000000037101,Private,Self-Employed,76417,2024-04-14,Resident,Salary,Online,GB
372,,FR,2024-07-18,,21,FR762094310000000037201,Premium,Retired,137254,2023-05-11,Resident,Salary,Online,GB,FR762094310000000037201,Premium,Retired,137254,2023-05-11,Resident,Salary,Online,GB
373,,LU,2023-05-20,,53,FR766900310000000037301,Premium,Self-Employed,73821,2023-10-15,Non-Resident,Savings,Online,GB,FR766900310000000037301,Premium,Self-Employed,73821,2023-10-15,Non-Resident,Savings,Online,GB
374,,FR,2024-10-10,,59,FR768551010000000037401,Retail,Self-Employed,139070,2025-07-05,Resident,Business income,Branch,DE,FR768551010000000037401,Retail,Self-Employed,139070,2025-07-05,Resident,Business income,Branch,DE
375,,FR,2023-07-06,,19,FR764307510000000037501,Retail,Salaried,27915,2025-07-21,Resident,Business income,Branch,ES,FR764307510000000037501,Retail,Salaried,27915,2025-07-21,Resident,Business income,Branch,ES
376,,LU,2023-10-20,,37,FR766800710000000037601,Private,Salaried,42130,2023-09-27,Non-Resident,Salary,Online,ES,FR766800710000000037601,Private,Salaried,42130,2023-09-27,Non-Resident,Salary,Online,ES
377,,FR,2023-11-25,,92,FR768790810000000037701,Private,Self-Employed,26689,2023-06-19,Resident,Salary,Online,ES,FR768790810000000037701,Private,Self-Employed,26689,2023-06-19,Resident,Salary,Online,ES
378,,FR,2024-10-17,,13,FR767361110000000037801,Premium,Self-Employed,104176,2024-02-05,Resident,Business income,Online,ES,FR767361110000000037801,Premium,Self-Employed,104176,2024-02-05,Resident,Business income,Online,ES
379,,FR,2024-02-21,,44,FR763674810000000037901,Premium,Retired,21367,2023-08-17,Resident,Business income,Online,DE,FR763674810000000037901,Premium,Retired,21367,2023-08-17,Resident,Business income,Online,DE
380,,IT,2025-04-01,,37,FR767379910000000038001,Retail,Salaried,100179,2023-10-06,Non-Resident,Savings,Online,FR,FR767379910000000038001,Retail,Salaried,100179,2023-10-06,Non-Resident,Savings,Online,FR
381,,FR,2023-04-03,,73,FR768807210000000038101,Private,Salaried,73482,2023-11-24,Resident,Business income,Online,GB,FR768807210000000038101,Private,Salaried,73482,2023-11-24,Resident,Business income,Online,GB
382,,FR,2024-05-31,,93,FR768253210000000038201,Retail,Self-Employed,64549,2023-10-10,Resident,Savings,Branch,FR,FR768253210000000038201,Retail,Self-Employed,64549,2023-10-10,Resident,Savings,Branch,FR
383,,ES,2025-07-26,,34,FR765054310000000038301,Premium,Self-Employed,42915,2024-06-02,Non-Resident,Salary,Branch,ES,FR765054310000000038301,Premium,Self-Employed,42915,2024-06-02,Non-Resident,Salary,Branch,ES
384,,FR,2023-12-28,,61,FR765543110000000038401,Private,Self-Employed,20977,2025-08-12,Resident,Savings,Online,FR,FR765543110000000038401,Private,Self-Employed,20977,2025-08-12,Resident,Savings,Online,FR
